,Effective Date,Local Code,Name (English),Name (Japanese),Section/Products,33 Sector(Code),33 Sector(name),17 Sector(Code),17 Sector(name),Size Code (New Index Series),Size (New Index Series)
3443,20210331,8227,"SHIMAMURA Co.,Ltd.",しまむら,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3445,20210331,8233,"Takashimaya Company,Limited",高島屋,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3451,20210331,8252,"MARUI GROUP CO.,LTD.",丸井グループ,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3452,20210331,8253,"Credit Saison Co.,Ltd.",クレディセゾン,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3457,20210331,8267,"AEON CO.,LTD.",イオン,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,2,TOPIX Large70
3458,20210331,8273,"IZUMI CO.,LTD.",イズミ,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3462,20210331,8279,"YAOKO CO.,LTD",ヤオコー,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3464,20210331,8282,K'S HOLDINGS CORPORATION,ケーズホールディングス,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3465,20210331,8283,PALTAC CORPORATION,ＰＡＬＴＡＣ,First Section (Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,4,TOPIX Mid400
3472,20210331,8303,"Shinsei Bank,Limited",新生銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3473,20210331,8304,"Aozora Bank,Ltd.",あおぞら銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3474,20210331,8306,"Mitsubishi UFJ Financial Group,Inc.",三菱ＵＦＪフィナンシャル・グループ,First Section (Domestic),7050,Banks,15,BANKS ,1,TOPIX Core30
3475,20210331,8308,"Resona Holdings, Inc.",りそなホールディングス,First Section (Domestic),7050,Banks,15,BANKS ,2,TOPIX Large70
3476,20210331,8309,"Sumitomo Mitsui Trust Holdings,Inc.",三井住友トラスト・ホールディングス,First Section (Domestic),7050,Banks,15,BANKS ,2,TOPIX Large70
3477,20210331,8316,"Sumitomo Mitsui Financial Group,Inc.",三井住友フィナンシャルグループ,First Section (Domestic),7050,Banks,15,BANKS ,1,TOPIX Core30
3478,20210331,8331,"The Chiba Bank,Ltd.",千葉銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3479,20210331,8334,"The Gunma Bank,Ltd.",群馬銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3483,20210331,8341,"The 77 Bank,Ltd.",七十七銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3491,20210331,8354,"Fukuoka Financial Group,Inc.",ふくおかフィナンシャルグループ,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3492,20210331,8355,"THE SHIZUOKA BANK,LTD.",静岡銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3495,20210331,8359,"The Hachijuni Bank,Ltd.",八十二銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3502,20210331,8366,"THE SHIGA BANK,LTD.",滋賀銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3505,20210331,8369,"The Bank of Kyoto,Ltd.",京都銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3507,20210331,8377,"Hokuhoku Financial Group, Inc.",ほくほくフィナンシャルグループ,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3509,20210331,8382,"The Chugoku Bank,Limited",中国銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3511,20210331,8385,"The Iyo Bank,Ltd.",伊予銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3520,20210331,8410,"Seven Bank,Ltd.",セブン銀行,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3521,20210331,8411,"Mizuho Financial Group,Inc.",みずほフィナンシャルグループ,First Section (Domestic),7050,Banks,15,BANKS ,1,TOPIX Core30
3523,20210331,8418,"Yamaguchi Financial Group,Inc.",山口フィナンシャルグループ,First Section (Domestic),7050,Banks,15,BANKS ,4,TOPIX Mid400
3527,20210331,8439,Tokyo Century Corporation,東京センチュリー,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3529,20210331,8473,"SBI Holdings,Inc.",ＳＢＩホールディングス,First Section (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3549,20210331,8570,"AEON Financial Service Co.,Ltd.",イオンフィナンシャルサービス,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3550,20210331,8572,"ACOM CO.,LTD.",アコム,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3553,20210331,8591,ORIX CORPORATION,オリックス,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3554,20210331,8593,Mitsubishi UFJ Lease & Finance Company Limited,三菱ＵＦＪリース,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3555,20210331,8595,"JAFCO Group Co.,Ltd.",ジャフコ　グループ,First Section (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3558,20210331,8601,Daiwa Securities Group Inc.,大和証券グループ本社,First Section (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3559,20210331,8604,"Nomura Holdings, Inc.",野村ホールディングス,First Section (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3567,20210331,8628,"MATSUI SECURITIES CO.,LTD.",松井証券,First Section (Domestic),7100,Securities and Commodities Futures,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3568,20210331,8630,"Sompo Holdings,Inc.",ＳＯＭＰＯホールディングス,First Section (Domestic),7150,Insurance,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3569,20210331,8697,"Japan Exchange Group,Inc.",日本取引所グループ,First Section (Domestic),7200,Other Financing Business,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3581,20210331,8725,"MS&AD Insurance Group Holdings,Inc.",ＭＳ＆ＡＤインシュアランスグループホールディングス,First Section (Domestic),7150,Insurance,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3589,20210331,8750,"Dai-ichi Life Holdings,Inc.",第一生命ホールディングス,First Section (Domestic),7150,Insurance,16,FINANCIALS （EX BANKS） ,2,TOPIX Large70
3590,20210331,8766,"Tokio Marine Holdings,Inc.",東京海上ホールディングス,First Section (Domestic),7150,Insurance,16,FINANCIALS （EX BANKS） ,1,TOPIX Core30
3597,20210331,8795,"T&D Holdings, Inc.",Ｔ＆Ｄホールディングス,First Section (Domestic),7150,Insurance,16,FINANCIALS （EX BANKS） ,4,TOPIX Mid400
3599,20210331,8801,"Mitsui Fudosan Co.,Ltd.",三井不動産,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,2,TOPIX Large70
3600,20210331,8802,"Mitsubishi Estate Company,Limited",三菱地所,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,2,TOPIX Large70
3602,20210331,8804,"Tokyo Tatemono Co.,Ltd.",東京建物,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400
3605,20210331,8830,"Sumitomo Realty & Development Co.,Ltd.",住友不動産,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,2,TOPIX Large70
3618,20210331,8876,"Relo Group,Inc.",リログループ,First Section (Domestic),9050,Services,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3633,20210331,8905,"AEON Mall Co.,Ltd.",イオンモール,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400
3683,20210331,9001,"TOBU RAILWAY CO.,LTD.",東武鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3684,20210331,9003,"Sotetsu Holdings,Inc.",相鉄ホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3685,20210331,9005,TOKYU CORPORATION,東急,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3686,20210331,9006,Keikyu Corporation,京浜急行電鉄,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3687,20210331,9007,"Odakyu Electric Railway Co.,Ltd.",小田急電鉄,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3688,20210331,9008,Keio Corporation,京王電鉄,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3689,20210331,9009,"Keisei Electric Railway Co.,Ltd.",京成電鉄,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3694,20210331,9020,East Japan Railway Company,東日本旅客鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,2,TOPIX Large70
3695,20210331,9021,West Japan Railway Company,西日本旅客鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,2,TOPIX Large70
3696,20210331,9022,Central Japan Railway Company,東海旅客鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,1,TOPIX Core30
3697,20210331,9024,SEIBU HOLDINGS INC.,西武ホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3701,20210331,9031,"Nishi-Nippon Railroad Co.,Ltd.",西日本鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3707,20210331,9041,"Kintetsu Group Holdings Co.,Ltd.",近鉄グループホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3708,20210331,9042,"Hankyu Hanshin Holdings,Inc.",阪急阪神ホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3709,20210331,9044,"Nankai Electric Railway Co.,Ltd.",南海電気鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3710,20210331,9045,"Keihan Holdings Co.,Ltd.",京阪ホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3712,20210331,9048,"Nagoya Railroad Co., Ltd.",名古屋鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3721,20210331,9062,"NIPPON EXPRESS CO.,LTD.",日本通運,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3723,20210331,9064,"YAMATO HOLDINGS CO.,LTD.",ヤマトホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3724,20210331,9065,SANKYU INC.,山九,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3730,20210331,9072,"NIKKON Holdings Co.,Ltd.",ニッコンホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3734,20210331,9076,"SEINO HOLDINGS CO.,LTD.",セイノーホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3743,20210331,9101,Nippon Yusen Kabushiki Kaisha,日本郵船,First Section (Domestic),5100,Marine Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3744,20210331,9104,"Mitsui O.S.K.Lines,Ltd.",商船三井,First Section (Domestic),5100,Marine Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3751,20210331,9142,Kyushu Railway Company,九州旅客鉄道,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3752,20210331,9143,"SG HOLDINGS CO.,LTD.",ＳＧホールディングス,First Section (Domestic),5050,Land Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3759,20210331,9201,"Japan Airlines Co.,Ltd.",日本航空,First Section (Domestic),5150,Air Transportation,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3760,20210331,9202,ANA HOLDINGS INC.,ＡＮＡホールディングス,First Section (Domestic),5150,Air Transportation,12,TRANSPORTATION & LOGISTICS ,2,TOPIX Large70
3789,20210331,9301,Mitsubishi Logistics Corporation,三菱倉庫,First Section (Domestic),5200,Warehousing and Harbor Transportation Service,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3816,20210331,9364,"Kamigumi Co.,Ltd.",上組,First Section (Domestic),5200,Warehousing and Harbor Transportation Service,12,TRANSPORTATION & LOGISTICS ,4,TOPIX Mid400
3832,20210331,9401,"TBS HOLDINGS,INC.",ＴＢＳホールディングス,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3833,20210331,9404,"Nippon Television Holdings,Inc.",日本テレビホールディングス,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3836,20210331,9409,TV Asahi Holdings Corporation,テレビ朝日ホールディングス,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3850,20210331,9432,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,日本電信電話,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",1,TOPIX Core30
3851,20210331,9433,KDDI CORPORATION,ＫＤＤＩ,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",1,TOPIX Core30
3852,20210331,9434,SoftBank Corp.,ソフトバンク,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",2,TOPIX Large70
3853,20210331,9435,"HIKARI TSUSHIN,INC.",光通信,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3861,20210331,9449,GMO internet Inc.,ＧＭＯインターネット,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3873,20210331,9501,"Tokyo Electric Power Company Holdings,Incorporated",東京電力ホールディングス,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3874,20210331,9502,"Chubu Electric Power Company,Incorporated",中部電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,2,TOPIX Large70
3875,20210331,9503,"The Kansai Electric Power Company,Incorporated",関西電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,2,TOPIX Large70
3876,20210331,9504,"The Chugoku Electric Power Company,Incorporated",中国電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3877,20210331,9505,Hokuriku Electric Power Company,北陸電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3878,20210331,9506,"Tohoku Electric Power Company,Incorporated",東北電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3879,20210331,9507,"Shikoku Electric Power Company,Incorporated",四国電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3880,20210331,9508,"Kyushu Electric Power Company,Incorporated",九州電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3881,20210331,9509,"Hokkaido Electric Power Company,Incorporated",北海道電力,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3883,20210331,9513,"Electric Power Development Co.,Ltd.",電源開発,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3887,20210331,9531,"TOKYO GAS CO.,LTD.",東京瓦斯,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,2,TOPIX Large70
3888,20210331,9532,"OSAKA GAS CO.,LTD.",大阪瓦斯,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3889,20210331,9533,"TOHO GAS CO.,LTD.",東邦瓦斯,First Section (Domestic),4050,Electric Power and Gas,11,ELECTRIC POWER & GAS ,4,TOPIX Mid400
3898,20210331,9601,"Shochiku Co.,Ltd.",松竹,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3899,20210331,9602,"TOHO CO.,LTD",東宝,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3904,20210331,9613,NTT DATA CORPORATION,エヌ・ティ・ティ・データ,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3911,20210331,9627,AIN HOLDINGS INC.,アインホールディングス,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
3936,20210331,9684,"SQUARE ENIX HOLDINGS CO.,LTD.",スクウェア・エニックス・ホールディングス,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3944,20210331,9697,"CAPCOM CO.,LTD.",カプコン,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3950,20210331,9706,"Japan Airport Terminal Co.,ltd.",日本空港ビルデング,First Section (Domestic),8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400
3958,20210331,9719,SCSK Corporation,ＳＣＳＫ,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3968,20210331,9735,"SECOM CO.,LTD.",セコム,First Section (Domestic),9050,Services,10,"IT & SERVICES, OTHERS ",2,TOPIX Large70
3973,20210331,9744,MEITEC CORPORATION,メイテック,First Section (Domestic),9050,Services,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3985,20210331,9766,KONAMI HOLDINGS CORPORATION,コナミホールディングス,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
3993,20210331,9783,"Benesse Holdings,Inc.",ベネッセホールディングス,First Section (Domestic),9050,Services,10,"IT & SERVICES, OTHERS ",4,TOPIX Mid400
4013,20210331,9831,"YAMADA HOLDINGS CO.,LTD.",ヤマダホールディングス,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
4014,20210331,9832,"AUTOBACS SEVEN CO.,LTD.",オートバックスセブン,First Section (Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,4,TOPIX Mid400
4018,20210331,9843,"Nitori Holdings Co.,Ltd.",ニトリホールディングス,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,2,TOPIX Large70
4028,20210331,9861,"YOSHINOYA HOLDINGS CO.,LTD.",吉野家ホールディングス,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
4070,20210331,9962,MISUMI Group Inc.,ミスミグループ本社,First Section (Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,4,TOPIX Mid400
4084,20210331,9983,"FAST RETAILING CO.,LTD.",ファーストリテイリング,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,2,TOPIX Large70
4085,20210331,9984,SoftBank Group Corp.,ソフトバンクグループ,First Section (Domestic),5250,Information & Communication,10,"IT & SERVICES, OTHERS ",1,TOPIX Core30
4087,20210331,9987,"SUZUKEN CO.,LTD.",スズケン,First Section (Domestic),6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,4,TOPIX Mid400
4088,20210331,9989,"SUNDRUG CO.,LTD.",サンドラッグ,First Section (Domestic),6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400
